,Epoch,Step,Loss,learning_rate,num_epochs,batch_size,num_classes,test_size,train_size,seed,train_class_proportion_not hate speech,train_class_proportion_hate speech,test_class_proportion_not hate speech,test_class_proportion_hate speech
34,1,35,0.7989212274551392,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
35,1,36,0.5844601392745972,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
36,1,37,0.5264084935188293,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
37,1,38,0.6894636750221252,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
38,1,39,0.6637246012687683,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
39,1,40,0.478333443403244,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
40,1,41,0.48213109374046326,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
41,1,42,0.6269542574882507,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
42,1,43,0.535256028175354,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
43,1,44,0.44578710198402405,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
44,1,45,0.5410498976707458,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
45,1,46,0.5999581813812256,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
46,1,47,0.513029158115387,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
47,1,48,0.566132128238678,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
48,1,49,0.4756963849067688,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
49,1,50,0.5201638340950012,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
50,1,51,0.5078705549240112,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
51,1,52,0.5170748829841614,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
52,1,53,0.47637665271759033,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
53,1,54,0.5097607374191284,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
54,1,55,0.5468635559082031,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
55,1,56,0.5059859752655029,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
56,1,57,0.3212202489376068,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
57,1,58,0.4462032616138458,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
58,1,59,0.381108820438385,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
59,1,60,0.34656694531440735,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
60,1,61,0.4639292359352112,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
61,1,62,0.602722704410553,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
62,1,63,0.3127354681491852,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
63,1,64,0.428800493478775,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
64,1,65,0.46792739629745483,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
65,1,66,0.349396675825119,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
66,1,67,0.32174551486968994,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
67,1,68,0.5587915182113647,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
68,1,69,0.5432866811752319,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
69,1,70,0.5303338170051575,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
70,1,71,0.5969609618186951,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
71,1,72,0.5681220293045044,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
72,1,73,0.4151238799095154,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
73,1,74,0.4577750861644745,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
74,1,75,0.6120190620422363,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
75,1,76,0.36060217022895813,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
76,2,1,0.33587411046028137,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
77,2,2,0.3494088351726532,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
78,2,3,0.39234238862991333,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
79,2,4,0.24547268450260162,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
80,2,5,0.39755308628082275,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
81,2,6,0.2784346044063568,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
82,2,7,0.348036527633667,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
83,2,8,0.3246981203556061,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
84,2,9,0.4596300721168518,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
85,2,10,0.29577165842056274,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
86,2,11,0.33925724029541016,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
87,2,12,0.24603083729743958,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
88,2,13,0.2531813681125641,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
89,2,14,0.2770002484321594,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
90,2,15,0.1870059072971344,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
91,2,16,0.24896131455898285,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
92,2,17,0.21135015785694122,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
93,2,18,0.24372996389865875,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
94,2,19,0.14538727700710297,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
95,2,20,0.29947778582572937,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
96,2,21,0.1385766714811325,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
97,2,22,0.20626886188983917,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
98,2,23,0.17734132707118988,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
99,2,24,0.17623573541641235,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
100,2,25,0.19858700037002563,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
101,2,26,0.17580240964889526,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
102,2,27,0.14813777804374695,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
103,2,28,0.1695181429386139,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
104,2,29,0.15231820940971375,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
105,2,30,0.15183094143867493,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
106,2,31,0.10737872868776321,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
107,2,32,0.19832342863082886,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
108,2,33,0.19257225096225739,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
109,2,34,0.22150635719299316,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
110,2,35,0.15604083240032196,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
111,2,36,0.18974168598651886,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
112,2,37,0.10432631522417068,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
113,2,38,0.3679198622703552,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
114,2,39,0.22939792275428772,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
115,2,40,0.10003000497817993,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
116,2,41,0.09303843975067139,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
117,2,42,0.3168134391307831,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
118,2,43,0.09415163844823837,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
119,2,44,0.0944177657365799,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
120,2,45,0.1279812455177307,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
121,2,46,0.06593077629804611,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
122,2,47,0.0768338069319725,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
123,2,48,0.0865190252661705,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
124,2,49,0.11057037115097046,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
125,2,50,0.06609705835580826,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
126,2,51,0.08015473186969757,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
127,2,52,0.0555427186191082,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
128,2,53,0.1193191260099411,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
129,2,54,0.12638916075229645,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
130,2,55,0.09720455855131149,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
131,2,56,0.17443792521953583,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
132,2,57,0.01805432140827179,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
133,2,58,0.036351051181554794,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
134,2,59,0.04465046897530556,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
135,2,60,0.04118756204843521,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
136,2,61,0.060515791177749634,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
137,2,62,0.08640369772911072,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
138,2,63,0.06404060125350952,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
139,2,64,0.04125170409679413,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
140,2,65,0.046285342425107956,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
141,2,66,0.06738785654306412,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
142,2,67,0.017682800069451332,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
143,2,68,0.061759091913700104,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
144,2,69,0.16404566168785095,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
145,2,70,0.10062792897224426,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
146,2,71,0.13871514797210693,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
147,2,72,0.08552011102437973,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
148,2,73,0.12222558259963989,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
149,2,74,0.05173148959875107,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
150,2,75,0.15008145570755005,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
151,2,76,0.0371098555624485,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
152,3,1,0.0434877835214138,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
153,3,2,0.025925109162926674,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
154,3,3,0.018481958657503128,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
155,3,4,0.012356428429484367,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
156,3,5,0.047235772013664246,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
157,3,6,0.009401613846421242,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
158,3,7,0.024357816204428673,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
159,3,8,0.01978425681591034,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
160,3,9,0.04750439524650574,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
161,3,10,0.03320088982582092,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
162,3,11,0.02246745303273201,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
163,3,12,0.018746815621852875,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
164,3,13,0.013111731968820095,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
165,3,14,0.01433246023952961,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
166,3,15,0.011293464340269566,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
167,3,16,0.023768190294504166,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
168,3,17,0.00651474529877305,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
169,3,18,0.01246319804340601,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
170,3,19,0.0034269774332642555,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
171,3,20,0.020052503794431686,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
172,3,21,0.006588800810277462,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
173,3,22,0.014568124897778034,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
174,3,23,0.02801244892179966,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
175,3,24,0.007471351884305477,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
176,3,25,0.011674643494188786,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
177,3,26,0.021966775879263878,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
178,3,27,0.010706405155360699,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
179,3,28,0.008819688111543655,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
180,3,29,0.007394386921077967,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
181,3,30,0.03360023722052574,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
182,3,31,0.0038495156913995743,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
183,3,32,0.01656610518693924,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
184,3,33,0.036380667239427567,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
185,3,34,0.024662921205163002,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
186,3,35,0.007915385998785496,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
187,3,36,0.011311913840472698,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
188,3,37,0.005612017586827278,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
189,3,38,0.005076807923614979,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
190,3,39,0.017258483916521072,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
191,3,40,0.024990303441882133,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
192,3,41,0.01044777873903513,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
193,3,42,0.008473752066493034,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
194,3,43,0.013087598606944084,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
195,3,44,0.022105958312749863,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
196,3,45,0.004553391598165035,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
197,3,46,0.001950849429704249,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
198,3,47,0.006079874001443386,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
199,3,48,0.011418616399168968,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
200,3,49,0.0031818144489079714,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
201,3,50,0.012263369746506214,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
202,3,51,0.00607098825275898,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
203,3,52,0.0035968529991805553,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
204,3,53,0.008842439390718937,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
205,3,54,0.004780203569680452,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
206,3,55,0.004299003630876541,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
207,3,56,0.0033097094856202602,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
208,3,57,0.0011749224504455924,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
209,3,58,0.0025274036452174187,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
210,3,59,0.0016699297120794654,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
211,3,60,0.002102331258356571,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
212,3,61,0.011175218969583511,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
213,3,62,0.005865232553333044,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
214,3,63,0.002156465547159314,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
215,3,64,0.0026808702386915684,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
216,3,65,0.003990288823843002,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
217,3,66,0.0034545427188277245,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
218,3,67,0.002020082203671336,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
219,3,68,0.0027009679470211267,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
220,3,69,0.020114175975322723,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
221,3,70,0.03036809340119362,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
222,3,71,0.006562379654496908,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
223,3,72,0.003946125507354736,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
224,3,73,0.037413690239191055,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
225,3,74,0.00967833586037159,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
226,3,75,0.021236209198832512,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
227,3,76,0.004920851439237595,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
228,4,1,0.0029854639433324337,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
229,4,2,0.0016651630867272615,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
230,4,3,0.0017975157825276256,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
231,4,4,0.0010770895751193166,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
232,4,5,0.00196251948364079,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
233,4,6,0.0009952245745807886,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
234,4,7,0.003921485971659422,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
235,4,8,0.0031867343932390213,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
236,4,9,0.0061040762811899185,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
237,4,10,0.003674501786008477,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
238,4,11,0.0018807309679687023,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
239,4,12,0.004700260236859322,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
240,4,13,0.0026062647812068462,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
241,4,14,0.0025735434610396624,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
242,4,15,0.0020519320387393236,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
243,4,16,0.004247280769050121,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
244,4,17,0.0012409574119374156,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
245,4,18,0.002434944733977318,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
246,4,19,0.00038711336674168706,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
247,4,20,0.008888949640095234,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
248,4,21,0.0009537845617160201,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
249,4,22,0.0017926926957443357,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
250,4,23,0.0028861030004918575,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
251,4,24,0.0014298195019364357,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
252,4,25,0.003421024652197957,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
253,4,26,0.003342082491144538,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
254,4,27,0.0011219100560992956,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
255,4,28,0.0014647524803876877,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
256,4,29,0.0017595324898138642,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
257,4,30,0.007741827517747879,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
258,4,31,0.0010641254484653473,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
259,4,32,0.003372039645910263,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
260,4,33,0.0014984577428549528,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
261,4,34,0.0027775224298238754,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
262,4,35,0.0018801558762788773,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
263,4,36,0.0019735286477953196,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
264,4,37,0.001564860693179071,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
265,4,38,0.001560949836857617,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
266,4,39,0.0031852973625063896,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
267,4,40,0.001639737980440259,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
268,4,41,0.002282758243381977,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
269,4,42,0.0025966826360672712,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
270,4,43,0.0014037264045327902,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
271,4,44,0.004023532848805189,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
272,4,45,0.0014106989838182926,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
273,4,46,0.0006270372541621327,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
274,4,47,0.002997926203534007,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
275,4,48,0.0034804102033376694,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
276,4,49,0.0008836017223075032,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
277,4,50,0.004149021580815315,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
278,4,51,0.0014218720607459545,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
279,4,52,0.0011288385139778256,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
280,4,53,0.0026064133271574974,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
281,4,54,0.001534525421448052,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
282,4,55,0.0016505239764228463,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
283,4,56,0.0010926960967481136,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
284,4,57,0.0005978384870104492,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
285,4,58,0.0007927584229037166,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
