,dialog
0,"Subtitles by explosiveskull www.OpenSubtitles.org You've reached Professor Felix Fojas, please leave a message."
1,"Hi Felix, it's Amanda."
2,I didn't know who else to call.
3,"I don't feel like myself, I can't explain it."
4,Things have been happening.
5,Strange things.
6,So will you call me please?
7,I wish I'd handled things better between us.
8,Thane?
9,Sarah?
10,Sarah?
11,"Honey, are you okay?"
12,Why are you hiding from me?
13,"No, what are you talking about?"
14,"I'm in the car with dad, we'll be home soon, okay."
15,Welcome home!
16,There's someone in the house.
17,"Mom, what are you talking about?"
18,Someone's in the house?
19,Knox County What's going on?
20, I don't know.
21, What's happening?
22,Daddy?
23,Where's my wife?
24,"What happened, where is she?"
25, Doctor.
26, Where's my wife?
27, Doctor.
28, Where's my wife!
29,Your daughter should stay here.
30,"Deputy Mullins, stay with the young lady."
31, Come on Thane.
32, No.
33, Stay here!
34," No, no, no, no!"
35,Stay here!
36,Hey! Hey!
37,Stop!
38,Detective.
39,Doctor.
40,Where is...
41,I am sorry.
42,I'm sorry.
43,"Mom, mom, mom!"
44,"No, no, daddy, daddy!"
45,"Look at me, look at me."
46,Look at me.
47,Sheriff.
48,"Doctor, who's Felix Fojas?"
49,Doing great.
50,"Wow, aren't you a big girl, let's try this one."
51,Dr. Noles.
52,Oh.
53,This is for helping Isaac with his cataracts.
54,And this is for helping Ruth.
55,Did you help bake these treats young lady?
56,"Well, I have to tell ya, this is the best gift I've been given in quite some time."
57,Your family's in our prayers doctor.
58,You're a good man.
59,God has a heart for good men.
60,Thank you ma'am.
61,"Sampson, come back!"
62,Sampson!
63,Keep the change.
64,Hi.
65,"Stop, I'm serious!"
66,I have a daughter.
67,"Please, we can make this work."
68, I'm sorry.
69, I love you.
70,This is private property.
71,"I'm Felix Fojas, I knew Amanda."
72,Professor Fojas.
73,Look at me.
74,Look at me!
75,Do you have any idea what you did to my family?
76,Huh!
77,Dad?
78,You got five seconds to leave my property.
79,Daddy!
80,Call Father Olawale.
81,Christina!
82,Good morning.
83,Now why are you sitting alone here in the dark when the Lord has made us such a beautiful day!
84,"I know, I know your mother wouldn't want you sitting here alone lost in that computer."
85,How would you know what my mother wanted?
86,That hurt.
87,"Now blood or not, you are my daughter."
88,I didn't ask for your opinion.
89,"If you knew what it took for your Mother and I to become married and to make us a family, it's all for you!"
90,Mother wanted to fix me!
91,"She tried to fix me, not you!"
92,"When your mother's cancer came back, she was lost."
93,Get out!
94,Out!
95,I'm guessing you worked all the leads on that robbery since it's been over a week?
96,Not every single one.
97,Will you get Felix Fojas on the phone Nita?
98,Number should be in the Noles file.
99,"Professor Fojas is waiting in your office, says he wants to speak with you."
100,"Professor Fojas, you must be psychic."
101,"No, just a third eye."
102,"Yeah, I got a cousin with a sixth toe."
103,I suppose that's neither here nor there.
104,Coffee?
105,"No, thank you."
106,"So, my deputy said you were in California when we phoned, now I find you in my office."
107,Assumed you had questions.
108,As do I.
109,"Yes, yes, yes, yes, yes."
110,What exactly was the nature of your relationship with Amanda Noles?
111,We were intimately involved nine years ago.
112,Lovers?
113,"I loved her, but sadly, the feeling wasn't mutual."
114,"Reached out more times than I care to mention, and I didn't hear from her again until the message that I forward to your office."
115,Oh.
116,"Hi Felix, it's Amanda."
117,I didn't know who else to call.
118,"I don't feel like myself, I can't explain it."
119,Things have been happening.
120,Strange things.
121,I wish I'd handled things better between us.
122,Why do you think she called you?
123,I have experience with events involving the supernatural and beyond.
124,"Right, 'cause you got the third eye."
125,What do you think that she meant by strange things?
126,I can't be certain.
127,"Sheriff, can you tell me, did your investigators find any oddities in the house that night?"
128,Nothing.
129,Nothing.
130,But a broken mirror.
131,Where was it?
132,"Sheriff, please."
133,What harm can come from sharing that information?
134,"I'm still trying to figure this all out, Professor."
135,"Will you tell me, was it in Amanda's bedroom?"
136,The daughters.
137,Dad!
138,"Are you ill, Professor?"
139,I left my signing book in my car.
140,"Okay, did you need it today?"
141,"Yeah, I'm helping the speech pathologist after school."
142,"Okay, I'll cancel my two o'clock..."
143,"No, no, no, no, Riley can take me on the way to the center, it's fine."
144,I'd rather you not deal with that greaseball mechanic without me.
145,My god dad.
146,I saw the way her was ogling you yesterday.
