,dialog
754,"Alfred, enough."
755,The police weren't getting it done.
756,Perhaps they might have if you hadn't made a sideshow of yourself.
757, You thought I didn't have it in me.
758, You led a bloated police force on a chase...
759,...with a load of fancy new toys from Fox.
760,What about when you come up against him? What then?
761, I'll fight harder. I always have.
762," Look. His speed, his ferocity, his training."
763,I see the power of belief.
764,I see the League of Shadows resurgent.
765,You said he was excommunicated.
766,By Ra's Al Ghul.
767,Who leads them now?
768,Ra's Al Ghul was the League of Shadows and I beat him.
769,Bane is a mercenary.
770,We need to find out what he's up to.
771,Trades of some kind. Coded.
772,"And my fingerprint, courtesy of Selina Kyle."
773,Get this to Fox.
774,He can crack the code and tell us what trades they were executing.
775,"I'll get this to Mr. Fox, but no more."
776,"I've sewn you up, I've set your bones, but I won't bury you."
777,I've buried enough members of the Wayne family.
778, You'll leave me?
779, You see only one end to your journey.
780,Leaving is all I have to make you understand.
781,You're not Batman any more.
782,You have to find another way.
783,"You used to talk about finishing, about a life beyond that awful cave."
784,"Alfred, Rachel died knowing that we had decided to be together."
785,That was my life beyond the cave.
786,I can't just move on.
787,She... She didn't. She couldn't.
788,What if she had?
789,She... I can't change that.
790,What if before she died she wrote a letter...
791,...saying she chose Harvey Dent over you?
792,And what if...
793,...to spare you pain...
794,...I burnt that letter?
795,How dare you use Rachel to try to stop me?
796,"I am using the truth, Master Wayne."
797,Maybe it's time we all stopped trying to outsmart the truth and let it have its day.
798, I'm sorry.
799, You're sorry?
800,You expect to destroy my world...
801,...and then think that we're gonna shake hands?
802,"No, no, no."
803,I know what this means.
804,What does it mean?
805,It means your hatred.
806,And it also means losing someone that I have cared for...
807,...since I first heard his cries echo...
808,...through this house.
809,But it might also mean saving your life.
810,And that is more important.
811,"Goodbye, Alfred."
812,Alfred?
813, Answering your own door?
814, Yeah.
815,Page three.
816,Seems you made a series of large put options on the futures exchange...
817,...verified by thumbprint.
818,Those options expired at midnight last night.
819,"Longterm, we may be able to prove fraud."
820,"But for now, you're completely broke..."
821,...and Wayne Enterprises is about to fall into the hands of John Daggett.
822,The weapons. We can't let Daggett get his hands on Applied Sciences.
823,Applied Sciences is all looked up and off the books.
824,"The energy project, however, is a different story."
825,Miranda Tate.
826,Let's convince the board to get behind her.
827,Let's show her the reactor.
828,"We're meeting her there in 35 minutes, so you better get dressed."
829,"You brought me out here to show me this, Mr. Fox?"
830,"Bear with me, Miss Tate."
831,Please keep hands and feet inside the car at all times.
832,"This is it, isn't it?"
833,The reactor is beneath the river...
834,...so it can be instantly flooded in the event of a security breach.
835,Is Bruce Wayne really that paranoid?
836,I'm gonna plead the fifth on that one.
837,I thought you might like to see what your investment built.
838,No fossil fuels.
839,Free clean energy for an entire city.
840,"Three years ago, a Russian scientist published a paper..."
841,...on weaponized fusion reactions.
842,"One week later, your reactor started developing problems."
843,I think this machine works.
844,"Miranda, if it were operational, the danger to Gotham would be too great."
845,Would it make you feel better to know that the Russian scientist...
846,...died in a plane crash six months ago?
847,Someone will work out what Dr. Pavel did.
848,Someone will figure out a way to make this power source into a nuclear weapon.
849,I need you to take control of Wayne Enterprises...
850,...and this reactor.
851,To do what with it?
852,Nothing.
853,Until we can guarantee its safety.
854,And if we can't?
855,Decommission it. Flood it.
856,Destroy the world's best chance for a sustainable future?
857,"If the world's not ready, yes."
858,"Bruce, if you want to save the world, you have to start trusting it."
859,I'm trusting you.
860,Doesn't count. You have no choice.
861,I could have flooded this chamber at any time.
862,I'm choosing to trust you.
863,Please.
864,"All right, ladies and gentlemen."
865,This meeting will now come to order.
866,I'd like to point out that we have a nonboard member here...
867,"...which is highly irregular, even if his family name is above the door."
868,Bruce Wayne's family built this company.
869,And he himself has run it.
870,"Into the ground, sir! Does anybody disagree?"
871,Check the share price this morning.
872,Crazy gambling on futures has not only cost Mr. Wayne his seat...
873,...it's cost us all a lot of money.
874,And he has to go.
875,"I'm afraid he has a point, Mr. Wayne."
876,"Now, back to business."
877," Mr. Wayne, over here!"
878, How's it feel to be one of the people?
879,"Mr. Wayne, they're towing your car! I didn't know what to do, they had paperwork."
880,"Looks like you need a ride, huh?"
881,"Wayne, we'll give you a ride!"
882,How the hell did Miranda Tate get the inside track on the Wayne board?
883,She been meeting with him?
884,Sleeping with him?
885, Not that we know of.
886," You don't know much of anything, do you?"
887, Where's Bane?
888, We told him it was urgent.
889, Where is that masked...?
890, Speak of the devil...
891,...and he shall appear.
892,What the hell is going on?
893," The plan is proceeding as expected  Oh, really?"
894,Do I look like I'm running Wayne Enterprises right now?
895,"Your hit on the stock exchange, it didn't work, my friend."
896,And now you have my construction crews going around the city at 24 hours a day.
