,dialog
916,Why would a bunch of kings be looking out for us?
917,We're outcasts.
918,Royal warthogs!
919,I can't! I can't!
920,I can't!
921,I actually can't.
922,I can't.
923,"No, you can."
924,I can't.
925,Yeah. Yeah.
926,Yeah.
927,That's stupid.
928,I'm gonna go get some grubs or something.
929,What did you say to him?
930,I don't know.
931,"As you were saying it, I thought, ""This won't end well."" You just start laughing."
932,You laughed too.
933,I did not.
934,I would never.
935,"Man, I blew it."
936,Simba.
937,Simba is alive!
