,dialog
0,Clara was my babysitter.
1,"I was only 12 years old, naive and somewhat trusting."
2,But all that was about to change.
3,"Some babysitters take you to the movies, or rollerblading in the park."
4,Mine brought me on a date with a serial killer.
5,Patrick Bateman.
6,Not my idea of a romantic evening.
7,"God, look at her."
8,All drugged up and tied to a chair.
9,I knew we should have gone to the movies.
10,"At first, I was scared."
11,I wanted to get out of there as fast as I could.
12,But then...
13,something came over me.
14,"As soon as I was free, I got really pissed."
15,He was about to make a real mess of my babysitter.
16,"So, I did what many of you would have done, I took matters into my own hands."
17,And it changed my life forever.
18,Is everything all right in there?
19,I thought I heard a crash.
20,"Yes, everything's fine. Thanks."
21,They found Bateman and his final victim a few days later.
22,"The FBI quickly uncovered a psychopath, and a few extra unsolved murders, and he became an instant celebrity, an overnight sensation."
23,They even wrote a book about him.
24,Only in America. As for me?
25,I was never tied to the scene.
26,"And rather than selfdestruct, or spend the rest of my life on some shrink's couch, I told no one of what had happened."
27,I silently vowed to devote my life to stopping other psycho killers.
28,I couldn't wait to grow up.
29,The next six years of my life were a blur.
30,My parents wrote me off emotionally.
31,"My mom became a raging alcoholic, and my dad was busy fucking the secretary."
32,"Pretty clich̩, huh?"
33,"So, here I am today, attending the most renowned behavioral studies program in the nation."
34,"Here they focus on profiling, the art, craft and science of tracking serial killers."
35,The subject matter itself attracts some weirdos.
36,"Hey, Rachael."
37,"But then again, maybe it's just me..."
38,"The problem is, I don't have time for games."
39,I have got to focus on my work.
40,You can do better than that.
41,That's what your mama said.
42,And what can I say?
43,Studying murder often brings out the best in people.
44,Thought you quit!
45,Getting into West Washington wasn't easy.
46,"I busted my ass in high school and maintained a perfect All this, so I could study with the best mind in the field, Professor Robert Starkman."
47,Possibly the most revered hunter of serial killers the FBI ever produced.
48,"After solving every high profile crime ever thrown at him, he suddenly made a startling life change and became a teacher."
49,"Some say it was his last case, the mysterious death of serial killer Patrick Bateman."
50,Good morning.
51,"Funny how life works, isn't it?"
52,Good morning.
53,Starkman never discusses the Bateman case...
54,Never.
55,Congratulations on getting through the first half of the semester...
56,alive.
57,I have here...
58,the official application form for the teacher's assistant position for next year.
59,"This is my golden ticket to Quantico, the FBI's elite training program."
60,"Unfortunately, everyone else is here for the same reason."
61,"They know that nine out of Starkman's last 10 assistants, were accepted into the FBI."
62,"...Announcing my new assistant by the end of the week, just before we head off for Spring Break."
63,"And, talking about Spring Break, don't forget the party at the Dean's mansion."
64,We will have the opportunity to say goodbye to Miss McGuire who's leaving us for bigger and better things.
65,"Well, after weeks of grueling, if not gruesome work, let's have some fun, shall we?"
66,"Today we will be looking at the unique aliases the FBI, the press and the general public have nicknamed serial killers, and why."
67,His present TA is Elizabeth McGuire.
68,She's already been accepted to Quantico...
69,Early admissions.
70,I am the front runner to replace her.
71,Nobody comes close to my rock solid GPA.
72,"Dr. H.H. Holmes was once vilified, in a biography, as the ""Arch Fiend."" I'd like to say none of them have a chance, but grades aren't everything."
73,And I do have some competition.
