,Epoch,Step,Loss,learning_rate,num_epochs,batch_size,num_classes,test_size,train_size,seed,train_class_proportion_hate speech,train_class_proportion_offensive language,train_class_proportion_neither,test_class_proportion_hate speech,test_class_proportion_offensive language,test_class_proportion_neither
17,1,180,0.41181492805480957,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
18,1,190,0.5648593902587891,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
19,1,200,0.6192460656166077,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
20,1,210,0.39969348907470703,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
21,1,220,0.22792482376098633,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
22,1,230,0.21283043920993805,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
23,1,240,0.4272770881652832,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
24,1,250,0.5399749279022217,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
25,1,260,0.34871286153793335,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
26,1,270,0.3864402770996094,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
27,1,280,0.29764190316200256,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
28,1,290,0.31850817799568176,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
29,1,300,0.4846852123737335,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
30,1,310,0.2812517583370209,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
31,1,320,0.19293387234210968,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
32,1,330,0.3679908215999603,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
33,1,340,0.24849727749824524,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
34,1,350,0.27501359581947327,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
35,1,360,0.5237137079238892,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
36,1,370,0.2344093769788742,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
37,1,380,0.47805002331733704,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
38,1,390,0.15498076379299164,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
39,1,400,0.5264756679534912,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
40,1,410,0.2713053524494171,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
41,1,420,0.5191015601158142,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
42,1,430,0.3643887937068939,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
43,1,440,0.43360087275505066,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
44,1,450,0.3602147400379181,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
45,1,460,0.19893547892570496,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
46,1,470,0.19059079885482788,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
47,1,480,0.2144102305173874,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
48,1,490,0.3615078032016754,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
49,1,500,0.4462014138698578,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
50,1,510,0.2644959092140198,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
51,1,520,0.10150238871574402,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
52,1,530,0.23333187401294708,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
53,1,540,0.3393397927284241,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
54,1,550,0.6156319975852966,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
55,1,560,0.19368605315685272,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
56,1,570,0.44905585050582886,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
57,1,580,0.29571521282196045,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
58,1,590,0.11386480182409286,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
59,1,600,0.2876904308795929,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
60,1,610,0.21119830012321472,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
61,2,10,0.5722300410270691,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
62,2,20,0.19297711551189423,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
63,2,30,0.152211531996727,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
64,2,40,0.3175329566001892,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
65,2,50,0.14909999072551727,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
66,2,60,0.17942656576633453,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
67,2,70,0.3508888781070709,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
68,2,80,0.39836767315864563,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
69,2,90,0.3926299214363098,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
70,2,100,0.14816640317440033,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
71,2,110,0.1668556183576584,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
72,2,120,0.30579423904418945,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
73,2,130,0.29054591059684753,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
74,2,140,0.06883521378040314,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
75,2,150,0.2543065547943115,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
76,2,160,0.15231695771217346,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
77,2,170,0.27202534675598145,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
78,2,180,0.10835937410593033,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
79,2,190,0.2590986490249634,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
80,2,200,0.42517173290252686,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
81,2,210,0.21058163046836853,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
82,2,220,0.08263462036848068,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
83,2,230,0.08574244379997253,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
84,2,240,0.18680597841739655,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
85,2,250,0.21099603176116943,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
86,2,260,0.15308259427547455,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
87,2,270,0.14970038831233978,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
88,2,280,0.271543949842453,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
89,2,290,0.09687346965074539,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
90,2,300,0.2151413857936859,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
91,2,310,0.12400945276021957,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
92,2,320,0.07001763582229614,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
93,2,330,0.1631081998348236,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
94,2,340,0.09494373202323914,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
95,2,350,0.0392313152551651,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
96,2,360,0.2386234700679779,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
97,2,370,0.134733185172081,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
98,2,380,0.24765144288539886,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
99,2,390,0.08111655712127686,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
100,2,400,0.2572583258152008,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
101,2,410,0.10402586311101913,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
102,2,420,0.30556949973106384,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
103,2,430,0.1869015246629715,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
104,2,440,0.09565849602222443,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
105,2,450,0.08371764421463013,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
106,2,460,0.06228124350309372,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
107,2,470,0.06292092800140381,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
108,2,480,0.03902161121368408,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
109,2,490,0.10892754048109055,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
110,2,500,0.3823760151863098,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
111,2,510,0.06145612150430679,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
112,2,520,0.019546756520867348,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
113,2,530,0.0472010001540184,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
114,2,540,0.1649905890226364,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
115,2,550,0.3010650873184204,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
116,2,560,0.12249235063791275,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
117,2,570,0.11114300042390823,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
118,2,580,0.327947735786438,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
119,2,590,0.023480156436562538,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
120,2,600,0.05819404870271683,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
121,2,610,0.046951331198215485,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
122,3,10,0.4258362352848053,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
123,3,20,0.059945691376924515,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
124,3,30,0.05793861672282219,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
125,3,40,0.17445369064807892,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
126,3,50,0.06557025760412216,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
127,3,60,0.04783378913998604,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
128,3,70,0.13988691568374634,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
129,3,80,0.2455429583787918,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
130,3,90,0.3231649696826935,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
131,3,100,0.06533241271972656,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
132,3,110,0.07164382934570312,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
133,3,120,0.14660894870758057,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
134,3,130,0.1745975911617279,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
135,3,140,0.02403993159532547,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
136,3,150,0.06381116807460785,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
137,3,160,0.09153293073177338,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
138,3,170,0.10807254165410995,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
139,3,180,0.027717582881450653,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
140,3,190,0.025434376671910286,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
141,3,200,0.36615991592407227,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
142,3,210,0.15114867687225342,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
143,3,220,0.022134672850370407,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
144,3,230,0.08355861902236938,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
145,3,240,0.12230899184942245,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
146,3,250,0.03692632168531418,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
147,3,260,0.06620204448699951,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
148,3,270,0.018068555742502213,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
149,3,280,0.10211989283561707,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
150,3,290,0.05325332656502724,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
151,3,300,0.054730892181396484,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
152,3,310,0.03784339502453804,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
153,3,320,0.026150166988372803,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
154,3,330,0.053877875208854675,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
155,3,340,0.04483854025602341,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
156,3,350,0.015905166044831276,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
157,3,360,0.04143223166465759,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
158,3,370,0.037269849330186844,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
159,3,380,0.027045024558901787,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
160,3,390,0.035924654453992844,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
161,3,400,0.04169326275587082,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
162,3,410,0.05784842371940613,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
163,3,420,0.2352530062198639,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
164,3,430,0.09638060629367828,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
165,3,440,0.01728196069598198,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
166,3,450,0.03362471982836723,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
167,3,460,0.014492029324173927,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
168,3,470,0.023326896131038666,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
169,3,480,0.01882929913699627,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
170,3,490,0.027539128437638283,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
171,3,500,0.22569842636585236,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
172,3,510,0.04357723146677017,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
173,3,520,0.005438877269625664,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
174,3,530,0.011884810402989388,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
175,3,540,0.03923865780234337,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
176,3,550,0.1559833586215973,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
177,3,560,0.0944305881857872,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
178,3,570,0.03096446767449379,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
179,3,580,0.1391330361366272,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
180,3,590,0.00477448757737875,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
181,3,600,0.03702634572982788,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
182,3,610,0.010055523365736008,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
183,4,10,0.2581947445869446,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
184,4,20,0.020045969635248184,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
185,4,30,0.014968705363571644,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
186,4,40,0.11776542663574219,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
187,4,50,0.02475917711853981,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
188,4,60,0.013363809324800968,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
189,4,70,0.08896221965551376,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
190,4,80,0.20145650207996368,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
191,4,90,0.25422224402427673,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
192,4,100,0.036748722195625305,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
193,4,110,0.024988306686282158,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
194,4,120,0.09491527080535889,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
195,4,130,0.03928773105144501,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
196,4,140,0.00976892001926899,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
197,4,150,0.04862004891037941,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
198,4,160,0.09127466380596161,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
199,4,170,0.03285301476716995,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
200,4,180,0.00847563799470663,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
201,4,190,0.00928160734474659,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
202,4,200,0.2860284745693207,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
203,4,210,0.08972291648387909,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
204,4,220,0.020733632147312164,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
205,4,230,0.04666803404688835,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
206,4,240,0.10454295575618744,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
207,4,250,0.007237126585096121,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
208,4,260,0.026894904673099518,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
209,4,270,0.018882757052779198,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
210,4,280,0.07689307630062103,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
211,4,290,0.051750361919403076,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
212,4,300,0.01118080597370863,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
213,4,310,0.01852693408727646,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
214,4,320,0.015630105510354042,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
215,4,330,0.008552717976272106,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
216,4,340,0.03250480070710182,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
217,4,350,0.01757773943245411,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
218,4,360,0.040223702788352966,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
219,4,370,0.05400380119681358,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
220,4,380,0.01475490815937519,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
221,4,390,0.034496378153562546,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
222,4,400,0.014201978221535683,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
223,4,410,0.03223852068185806,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
224,4,420,0.18360035121440887,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
225,4,430,0.08922359347343445,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
226,4,440,0.0034676797222346067,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
227,4,450,0.034984689205884933,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
228,4,460,0.002317653736099601,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
229,4,470,0.0044884029775857925,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
230,4,480,0.003939913585782051,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
231,4,490,0.013686629943549633,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
232,4,500,0.12018770724534988,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
233,4,510,0.005742262117564678,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
234,4,520,0.0008215070120058954,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
235,4,530,0.007672435138374567,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
236,4,540,0.054555438458919525,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
237,4,550,0.06932435184717178,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
238,4,560,0.05638929083943367,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
239,4,570,0.05182712525129318,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
240,4,580,0.1543387472629547,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
