,Epoch,Step,Loss,learning_rate,num_epochs,batch_size,num_classes,test_size,train_size,seed,train_class_proportion_not hate speech,train_class_proportion_hate speech,test_class_proportion_not hate speech,test_class_proportion_hate speech
42,1,43,0.533989667892456,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
43,1,44,0.4531763792037964,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
44,1,45,0.5452460646629333,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
45,1,46,0.6058087944984436,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
46,1,47,0.5164762735366821,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
47,1,48,0.5660260319709778,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
48,1,49,0.4791885316371918,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
49,1,50,0.5257912278175354,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
50,1,51,0.5162479877471924,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
51,1,52,0.523916482925415,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
52,1,53,0.4790025055408478,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
53,1,54,0.5122984647750854,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
54,1,55,0.5554253458976746,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
55,1,56,0.5025877356529236,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
56,1,57,0.3242225646972656,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
57,1,58,0.4573036730289459,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
58,1,59,0.3830966055393219,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
59,1,60,0.35557985305786133,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
60,1,61,0.4697418808937073,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
61,1,62,0.6098654866218567,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
62,1,63,0.3189508020877838,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
63,1,64,0.4338984489440918,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
64,1,65,0.46820399165153503,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
65,1,66,0.3541545569896698,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
66,1,67,0.33555370569229126,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
67,1,68,0.5700622200965881,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
68,1,69,0.5455126166343689,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
69,1,70,0.5370392799377441,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
70,1,71,0.5897501111030579,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
71,1,72,0.5684447884559631,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
72,1,73,0.4190484285354614,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
73,1,74,0.46764180064201355,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
74,1,75,0.6176855564117432,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
75,1,76,0.36496347188949585,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
76,2,1,0.3362073600292206,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
77,2,2,0.3592853546142578,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
78,2,3,0.4053983688354492,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
79,2,4,0.2489289492368698,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
80,2,5,0.4056946635246277,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
81,2,6,0.27964451909065247,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
82,2,7,0.3598262667655945,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
83,2,8,0.3325968086719513,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
84,2,9,0.4760195016860962,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
85,2,10,0.31205862760543823,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
86,2,11,0.3527548611164093,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
87,2,12,0.26103106141090393,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
88,2,13,0.2567993700504303,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
89,2,14,0.2938050925731659,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
90,2,15,0.19602961838245392,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
91,2,16,0.2591574788093567,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
92,2,17,0.21802158653736115,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
93,2,18,0.24992500245571136,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
94,2,19,0.15798230469226837,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
95,2,20,0.29988205432891846,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
96,2,21,0.14535623788833618,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
97,2,22,0.20963692665100098,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
98,2,23,0.18115901947021484,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
99,2,24,0.1818488985300064,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
100,2,25,0.20256267488002777,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
101,2,26,0.18521255254745483,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
102,2,27,0.1562286913394928,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
103,2,28,0.17293773591518402,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
104,2,29,0.16487909853458405,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
105,2,30,0.17106688022613525,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
106,2,31,0.11213160306215286,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
107,2,32,0.21644088625907898,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
108,2,33,0.19057363271713257,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
109,2,34,0.2164328247308731,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
110,2,35,0.16072219610214233,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
111,2,36,0.2013242542743683,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
112,2,37,0.10253849625587463,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
113,2,38,0.41078129410743713,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
114,2,39,0.24580813944339752,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
115,2,40,0.10059237480163574,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
116,2,41,0.09780383855104446,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
117,2,42,0.3297930359840393,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
118,2,43,0.10609092563390732,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
119,2,44,0.09542791545391083,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
120,2,45,0.13662536442279816,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
121,2,46,0.07812996208667755,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
122,2,47,0.08257155120372772,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
123,2,48,0.09350227564573288,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
124,2,49,0.12153860926628113,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
125,2,50,0.06919200718402863,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
126,2,51,0.0802636444568634,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
127,2,52,0.057404834777116776,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
128,2,53,0.11283759027719498,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
129,2,54,0.13278892636299133,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
130,2,55,0.0987657755613327,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
131,2,56,0.17620955407619476,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
132,2,57,0.020014487206935883,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
133,2,58,0.03605673462152481,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
134,2,59,0.048906926065683365,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
135,2,60,0.04430706799030304,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
136,2,61,0.06226518750190735,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
137,2,62,0.08600599318742752,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
138,2,63,0.07063288986682892,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
139,2,64,0.039536017924547195,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
140,2,65,0.05701446905732155,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
141,2,66,0.06903943419456482,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
142,2,67,0.019161857664585114,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
143,2,68,0.0700298473238945,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
144,2,69,0.15479403734207153,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
145,2,70,0.09941712021827698,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
146,2,71,0.15509635210037231,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
147,2,72,0.07436510175466537,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
148,2,73,0.12354634702205658,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
149,2,74,0.0516698993742466,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
150,2,75,0.1482255905866623,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
151,2,76,0.03627658262848854,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
152,3,1,0.04782002419233322,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
153,3,2,0.025342745706439018,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
154,3,3,0.01682436279952526,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
155,3,4,0.016350096091628075,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
156,3,5,0.04836340248584747,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
157,3,6,0.008912903256714344,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
158,3,7,0.02561921440064907,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
159,3,8,0.017590219154953957,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
160,3,9,0.04270026460289955,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
161,3,10,0.03511989489197731,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
162,3,11,0.01897825486958027,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
163,3,12,0.01788262650370598,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
164,3,13,0.011546527035534382,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
165,3,14,0.012670356780290604,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
166,3,15,0.009298205375671387,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
167,3,16,0.02305673249065876,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
168,3,17,0.005422735586762428,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
169,3,18,0.009765179827809334,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
170,3,19,0.003093739040195942,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
171,3,20,0.01817180961370468,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
172,3,21,0.005980057176202536,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
173,3,22,0.013135487213730812,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
174,3,23,0.023244552314281464,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
175,3,24,0.005881443619728088,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
176,3,25,0.009904365055263042,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
177,3,26,0.01583508588373661,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
178,3,27,0.012100371532142162,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
179,3,28,0.007064213510602713,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
180,3,29,0.00743853859603405,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
181,3,30,0.029689256101846695,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
182,3,31,0.003627592697739601,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
183,3,32,0.013953648507595062,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
184,3,33,0.023972906172275543,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
185,3,34,0.019246689975261688,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
186,3,35,0.006710175424814224,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
187,3,36,0.014976192265748978,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
188,3,37,0.004618722014129162,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
189,3,38,0.0042156921699643135,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
190,3,39,0.013630271889269352,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
191,3,40,0.023528579622507095,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
192,3,41,0.01144355908036232,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
193,3,42,0.006850098725408316,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
194,3,43,0.014296907931566238,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
195,3,44,0.0180627703666687,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
196,3,45,0.004023311659693718,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
197,3,46,0.0021235705353319645,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
198,3,47,0.0060532065108418465,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
199,3,48,0.012582870200276375,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
200,3,49,0.0030052559450268745,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
201,3,50,0.013118039816617966,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
202,3,51,0.006877257023006678,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
203,3,52,0.002895927522331476,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
204,3,53,0.007010062225162983,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
205,3,54,0.0049592494033277035,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
206,3,55,0.0038771687541157007,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
207,3,56,0.002789329970255494,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
208,3,57,0.0012179201003164053,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
209,3,58,0.0021300672087818384,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
210,3,59,0.0014991600764915347,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
211,3,60,0.002335743512958288,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
212,3,61,0.010147019289433956,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
213,3,62,0.004853547550737858,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
214,3,63,0.002361461753025651,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
215,3,64,0.002270967233926058,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
216,3,65,0.002032170770689845,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
217,3,66,0.0029327229131013155,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
218,3,67,0.0024594005662947893,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
219,3,68,0.002468209248036146,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
220,3,69,0.021734843030571938,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
221,3,70,0.022629616782069206,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
222,3,71,0.005461649037897587,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
223,3,72,0.0034873627591878176,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
224,3,73,0.03229372948408127,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
225,3,74,0.009394318796694279,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
226,3,75,0.018572162836790085,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
227,3,76,0.004169468767940998,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
228,4,1,0.0026326198130846024,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
229,4,2,0.0015942257596179843,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
230,4,3,0.0016693677753210068,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
231,4,4,0.0011305526131764054,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
232,4,5,0.00178168632555753,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
233,4,6,0.0008931647171266377,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
234,4,7,0.0032382174395024776,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
235,4,8,0.002389209810644388,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
236,4,9,0.004453024826943874,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
237,4,10,0.003304878016933799,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
238,4,11,0.0016123269451782107,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
239,4,12,0.004321046639233828,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
240,4,13,0.0017781888600438833,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
241,4,14,0.0021105187479406595,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
242,4,15,0.0017635225085541606,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
243,4,16,0.003359337570145726,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
244,4,17,0.0010494483867660165,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
245,4,18,0.0019462993368506432,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
246,4,19,0.000348605215549469,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
247,4,20,0.008451461791992188,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
248,4,21,0.0009043083409778774,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
249,4,22,0.0016875218134373426,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
250,4,23,0.0025036376900970936,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
251,4,24,0.0012805814621970057,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
252,4,25,0.0025325629394501448,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
253,4,26,0.002921566367149353,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
254,4,27,0.0009927365463227034,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
255,4,28,0.001160528277978301,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
256,4,29,0.0015188558027148247,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
257,4,30,0.005603509955108166,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
258,4,31,0.0011037079384550452,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
259,4,32,0.002827777760103345,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
260,4,33,0.001458582584746182,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
261,4,34,0.0026766422670334578,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
262,4,35,0.001756712095811963,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
263,4,36,0.0014642239548265934,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
264,4,37,0.0012286693090572953,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
265,4,38,0.0013975827023386955,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
266,4,39,0.0029553044587373734,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
267,4,40,0.0011094292858615518,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
268,4,41,0.002437159651890397,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
269,4,42,0.0025069331750273705,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
270,4,43,0.001194613054394722,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
271,4,44,0.003492545336484909,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
272,4,45,0.0014334488660097122,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
273,4,46,0.0007944197859615088,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
274,4,47,0.0026485249400138855,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
275,4,48,0.0029689546208828688,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
276,4,49,0.0008318586042150855,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
277,4,50,0.0038113524205982685,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
278,4,51,0.0013728011399507523,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
279,4,52,0.0009293977054767311,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
280,4,53,0.002171752043068409,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
281,4,54,0.0016679370310157537,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
282,4,55,0.0013763937167823315,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
283,4,56,0.0009680453222244978,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
284,4,57,0.0005920177791267633,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
285,4,58,0.0006367706810124218,0.001,8,32,2,612,2444,11,0.73,0.27,0.68,0.32
