,Unnamed: 0,dialog
0,0,Clara was my babysitter.
1,1,"I was only 12 years old, naive and somewhat trusting."
2,2,But all that was about to change.
3,3,"Some babysitters take you to the movies, or rollerblading in the park."
4,4,Mine brought me on a date with a serial killer.
5,5,Patrick Bateman.
6,6,Not my idea of a romantic evening.
7,7,"God, look at her."
8,8,All drugged up and tied to a chair.
9,9,I knew we should have gone to the movies.
10,10,"At first, I was scared."
11,11,I wanted to get out of there as fast as I could.
12,12,But then...
13,13,something came over me.
14,14,"As soon as I was free, I got really pissed."
15,15,He was about to make a real mess of my babysitter.
16,16,"So, I did what many of you would have done, I took matters into my own hands."
17,17,And it changed my life forever.
18,18,Is everything all right in there?
19,19,I thought I heard a crash.
20,20,"Yes, everything's fine. Thanks."
21,21,They found Bateman and his final victim a few days later.
22,22,"The FBI quickly uncovered a psychopath, and a few extra unsolved murders, and he became an instant celebrity, an overnight sensation."
23,23,They even wrote a book about him.
24,24,Only in America. As for me?
25,25,I was never tied to the scene.
26,26,"And rather than selfdestruct, or spend the rest of my life on some shrink's couch, I told no one of what had happened."
27,27,I silently vowed to devote my life to stopping other psycho killers.
28,28,I couldn't wait to grow up.
29,29,The next six years of my life were a blur.
30,30,My parents wrote me off emotionally.
31,31,"My mom became a raging alcoholic, and my dad was busy fucking the secretary."
32,32,"Pretty clich̩, huh?"
33,33,"So, here I am today, attending the most renowned behavioral studies program in the nation."
34,34,"Here they focus on profiling, the art, craft and science of tracking serial killers."
35,35,The subject matter itself attracts some weirdos.
36,36,"Hey, Rachael."
37,37,"But then again, maybe it's just me..."
38,38,"The problem is, I don't have time for games."
39,39,I have got to focus on my work.
40,40,You can do better than that.
41,41,That's what your mama said.
42,42,And what can I say?
43,43,Studying murder often brings out the best in people.
44,44,Thought you quit!
45,45,Getting into West Washington wasn't easy.
46,46,"I busted my ass in high school and maintained a perfect All this, so I could study with the best mind in the field, Professor Robert Starkman."
47,47,Possibly the most revered hunter of serial killers the FBI ever produced.
48,48,"After solving every high profile crime ever thrown at him, he suddenly made a startling life change and became a teacher."
49,49,"Some say it was his last case, the mysterious death of serial killer Patrick Bateman."
50,50,Good morning.
51,51,"Funny how life works, isn't it?"
52,52,Good morning.
53,53,Starkman never discusses the Bateman case...
54,54,Never.
55,55,Congratulations on getting through the first half of the semester...
56,56,alive.
57,57,I have here...
58,58,the official application form for the teacher's assistant position for next year.
59,59,"This is my golden ticket to Quantico, the FBI's elite training program."
60,60,"Unfortunately, everyone else is here for the same reason."
61,61,"They know that nine out of Starkman's last 10 assistants, were accepted into the FBI."
62,62,"...Announcing my new assistant by the end of the week, just before we head off for Spring Break."
63,63,"And, talking about Spring Break, don't forget the party at the Dean's mansion."
64,64,We will have the opportunity to say goodbye to Miss McGuire who's leaving us for bigger and better things.
65,65,"Well, after weeks of grueling, if not gruesome work, let's have some fun, shall we?"
66,66,"Today we will be looking at the unique aliases the FBI, the press and the general public have nicknamed serial killers, and why."
67,67,His present TA is Elizabeth McGuire.
68,68,She's already been accepted to Quantico...
69,69,Early admissions.
70,70,I am the front runner to replace her.
71,71,Nobody comes close to my rock solid GPA.
72,72,"Dr. H.H. Holmes was once vilified, in a biography, as the ""Arch Fiend."" I'd like to say none of them have a chance, but grades aren't everything."
73,73,And I do have some competition.
74,74,Contender number one: Brian Leads.
75,75,A GPA as low as his wouldn't normally pose a threat.
76,76,"But his family's fortune, easily numbering in hundreds of millions, can open a lot of doors."
77,77,How do you think he got into the school?
78,78,"Can you spell ""donation""?"
79,79,He can't.
80,80,"Albert Fish, AKA ""The Moon Maniac""..."
81,81,"AKA ""The Werewolf of Wisteria."" Contender two: Cassandra Blaire."
82,82,They say she and Starkman have been going at it since the beginning of the semester.
83,83,But my guess: No way.
84,84,He's old enough to be her grandfather.
85,85,Nannie Doss...
86,86,"""The Black Widow"" who murdered four of her husbands."
87,87,Contender three: Keith Lawson.
88,88,He poses the biggest threat of the three.
89,89,He and I have been sparring all year in this class.
90,90,"But, I have yet to lose a single round."
91,91,"The fact is, none of them have a chance."
92,92,"Oh, Bobby."
93,93,"Red lips, red leaves fall on my knees like autumn I miss cigarettes every single day of my life When you make love to me I close my eyes and pray you say goodbye Damn She's dawning on me She's beautiful And I bet you don't know what love means It's just that you do not love me."
94,94,The application is a mere formality.
95,95,"Come Friday, I will be Starkman's new teaching assistant."
96,96,The position is mine.
97,97,I deserve it and I am going to get it.
98,98,"Yes, there may be a few more hoops I have to jump through, but I can handle them."
99,99,"Besides, failure is not an option."
100,100,"Why don't we just start over here, because I suggest you reconsider your position on this."
101,101,"I am sorry, Mr. Leads."
102,102,I can't make any exceptions.
103,103,Your GPA is simply not high enough.
104,104,Are you saying no to me?
105,105,Do you know who my father is?
106,106,Mr. Leads...
107,107,I am well aware of your family's legacy.
108,108,Heed my advice. A bird in the hand is worth two in the bush.
109,109,That's your fucking advice?
110,110,I have some advice for you.
111,111,Get ready to take a long vacation.
112,112,"Go with God, dear heart. Next!"
113,113,Can you believe this shit?
114,114,Wait till she sees my GPA after my cousin hacks into their mainframe.
115,115,Oh!
116,116,Do they give these things up for bitch of the month?
117,117,That hag could be the reigning champion.
118,118,She's lucky I don't bash her brains in.
119,119,Next!
120,120,Hi.
121,121,I was told to drop off my application here.
122,122,Looks like everything's in order here.
123,123,Thank you.
124,124,Wait a second.
125,125,What's this?
126,126,What?
127,127,It says here that you're a freshman.
128,128,"Yeah, so what?"
129,129,We don't usually allow freshmen or sophomores to become TAs.
130,130,You have to be a junior or above.
131,131,This isn't your usual situation.
132,132,Professor Starkman told me I could apply.
133,133,Shouldn't this decision be left up to the professor?
134,134,Afraid not.
135,135,I will run this up the flagpole and see who salutes.
136,136,I will have to speak with your teacher.
137,137,I have a schedule to keep.
138,138,It's all worked out.
139,139,We do this for your own good.
140,140,"Freshmen can be extremely overwhelmed, being at college, and away from home for the first time in their lives."
141,141,"Here, take this."
142,142,"""Beat common freshmen fears in 10 easy steps."" So many new experiences."
143,143,It's so exciting.
144,144,"Look, the only experience I want is to be Professor Starkman's TA next semester."
145,145,Afraid not! It just wouldn't be right.
146,146,"I am sure he will put in a good word for you, but I don't see how I can make any exceptions at this point without setting a dangerous precedent in school policy."
147,147,I will be informing the Dean of the situation.
148,148,"I am sorry, Miss Newman."
149,149,You will just have to wait.
150,150,Have a nice day.
151,151,Hmm.
152,152,Ricky Martin?
153,153,Ricky?
154,154,Ricky? Come to mama.
155,155,Ricky?
156,156,Ricky Martin? Ricky?
157,157,Ricky?
158,158,Oh!
159,159,"Ricky, you got some explaining to do."
160,160,Ricky?
161,161,"Oh, thank God."
162,162,What happened to you?
163,163,Bad things Dead things Sad things have to happen Bad things Dead things Sad things have to happen.
164,164,"Hey, Miss Newman."
165,165,"Wow, Brian."
166,166,Are you stalking me now?
167,167,"No, Rachael. If I was stalking you, you'd know it."
168,168,I meanyou wouldn't know it.
169,169,You know?
170,170,I thought we should get together and...
171,171,discuss the state of the union and life in general.
172,172,"Get to the point, Brian."
173,173,My inside source says he has narrowed it down.
174,174,Guess who's still in the running?
175,175,"Keith, Cassandra and me."
176,176,Unless you can raise your GPA.
177,177,That problem's already solved.
178,178,"Do you want to catch a bite to eat tomorrow night, maybe some dinner and discuss it?"
179,179,What's to discuss? It's no big news.
180,180,We were always the front runners.
181,181,"We could get together and form an alliance, eliminate our competition."
182,182,That sounds intriguing but...
183,183,I have a paper to write.
184,184,A paper?
185,185,We should get to know each other better.
186,186,Is it just me or is there unspoken sexual tension between us?
187,187,We should bring it to the surface and stop lying to each other.
188,188,Are you on crack?
189,189,"I don't know. It was white, it was in a pipe So, what do you say?"
190,190,I have a paper to write.
191,191,"No, no, no..."
192,192,I won't take no for an answer twice in one day.
193,193,"You have to eat, right? I have to eat."
194,194,We both have to eat.
195,195,Let's just eat together.
196,196,It's no big deal.
197,197,I was just fucking around with this sexual tension stuff.
198,198,I just throw stuff out there.
199,199,"I am crazy, I am like a volcano, just waiting to erupt Okay!"
200,200,"Okay, fine. Pick me up at 8:00."
201,201,Eight? Like 8:00 pm?
202,202,Yeah.
203,203,Between 7:00 and 9:00?
204,204,Yeah!
205,205,Okay.
206,206,Because it's great for me I will see you at 8:00.
207,207,Whatever.
208,208,Maybe I will be there five minutes later.
209,209,So...what are you doing for Spring Break?
210,210,I am just going to hang around and get some work done.
211,211,"What, ""hang around""?"
212,212,You mean stay on campus?
213,213,Yeah.
214,214,You're not going home?
215,215,Why?
216,216,Because I have work to do.
217,217,My family's coming for my mom's birthday to see how the other half lives.
218,218,"Okay, that sounds terrible."
219,219,I know.
220,220,What are you doing?
221,221,"Bobby's taking me up to his cabin in the Northern Cascade Cassandra, don't call him Bobby in front of me."
222,222,I am sorry.
223,223,Professor Starkman is taking me up to his cabin.
224,224,When do you guys leave?
225,225,"He's got to go upstate first, to meet Diane and Louisa."
226,226,"You mean, his wife and his daughter?"
227,227,"Whatever! Yes, them."
228,228,He's meeting them at his inlaws.
229,229,I can't stand how much of his time they take up.
230,230,"Cass, they're his family!"
231,231,Whatever.
232,232,I am late for a study session.
233,233,I should just go.
234,234,I can't believe you're actually going out with Brian.
235,235,How did that happen?
236,236,Okay...
237,237,"the other day, our eyes met across a crowded room, and there was thisthis spark, the sign I have been waiting for my whole life."
238,238,It was then that I knew that Brian was my soul mate.
239,239,Oh my God.
240,240,I know.
241,241,Really?
242,242,"No, not really."
243,243,It's great to be with you tonight.
244,244,Mmmhmm.
245,245,Hi.
246,246,Hi. Can I get you something to drink?
247,247,"Yes. I will have a Kettle One martini, straight up, very dry. Very, very dry."
248,248,And the lady will have...
249,249,I will have a glass of house red.
250,250,House red.
251,251,Good. I will be right back.
252,252,"So, you look great."
253,253,Thanks.
254,254,Your hair is different.
255,255,It looks good.
256,256,Thanks.
257,257,No problem.
258,258,"It's great that we finally have some ""us"" time."
259,259,You and I hanging out.
260,260,I agree.
261,261,"Yeah. Listen, Rach, before we embark on our evening, I have a confession to make."
262,262,Can you wait until we get our drinks before you start making your confessions?
263,263,"Oh yeah, sure."
264,264,Thanks.
265,265,Look. Our drinks.
266,266,Thank you.
267,267,There you go.
268,268,Thank you.
269,269,It's my first day.
270,270,"So, ready to order?"
271,271,Can you just give us a minute here?
272,272,Sure.
273,273,Take your time.
274,274,Thank you.
275,275,Okay. What would you like to confess?
276,276,"This is difficult for me, because I really want us to remain friends after regardless of who Starkman picks for the TA position."
277,277,"Wow, I am touched."
278,278,"Brian, I really am."
279,279,You should know I am determined to get the position.
280,280,"Over the last few months, I have been doing a little research on Cassandra Blair."
281,281,What kind of research?
282,282,"Let's just say that if she gets the position, the Dean's office is going to receive an anonymous letter regarding her and Starkman's relationship, accompanied by some very revealing photographs."
283,283,How Christian of you.
284,284,Thanks.
285,285,I guess that narrows it down to three.
286,286,Yeah.
287,287,"You know who my father is, right?"
288,288,"Yes, we're all in awe of your family's money."
289,289,"You know, you and Keith are very smart."
290,290,So I have had to go to great lengths to ensure that my bright future in the FBI goes without a hitch.
291,291,What are you smiling at?
292,292,This.
293,293,That is the press release for the new CarsonLeads Behavioral Sciences Building.
294,294,It's just one of my dad's new pet projects.
295,295,So...
296,296,I have an offer you can't refuse.
297,297,"Drop out of the race for the TA position, and I will ensure you have seven digits of my family's gratitude."
298,298,Brian?
299,299,Are you bribing me now?
300,300,Bribe? Did I say bribe?
301,301,Just think of it as a business opportunity.
302,302,"Trust me, the alternative wouldn't be too pleasant."
303,303,"""I will let you be in my dreams if I can be in yours."" What?"
304,304,It's a quote.
305,305,"Bob Dylan, maybe you have heard of him?"
306,306,"Oh, yeah."
307,307,"You know, Brian, you should get out more."
308,308,Maybe I will.
309,309,The night's young.
310,310,That it is.
311,311,Cheers.
312,312,Don't!
313,313,Shh!
314,314,"We're home, we're home."
315,315,Wow!
316,316,This is like...a room.
317,317,Do you want to be my girl?
318,318,Do you want to be my friend?
319,319,Do you want to start it all?
320,320,We can stop if you want.
321,321,"No, no...I just don't What, you don't have any?"
322,322,"Don't worry, I will take care of everything when the time comes."
323,323,"Oh, the old ""pull out and pray"" trick."
324,324,"Great, a Renaissance man."
325,325,Wait a second!
326,326,"The convenience store, down the street I will just go down there, it's right around the corner."
327,327,"It's really convenient and I will get some, I will get tons."
328,328,"Wait a minute, what am I saying?"
329,329,"My roommate's got tons of them, drawers full of them."
330,330,A real prophylactic factory.
331,331,Are we done here?
332,332,"No, we're not done."
333,333,"I will walk down the hall, and get some from a friend."
334,334,"Oh, great."
335,335,Make yourself comfortable.
336,336,"Sure, great."
337,337,I will be here.
338,338,Jeez. A pisssheet.
339,339,Jesus.
340,340,What the fuck.
341,341,"Ribbed, for her pleasure."
342,342,"Yep, I just killed Brian."
343,343,But you have got to look at the positive side...
344,344,I am killing for a better tomorrow.
345,345,"Once I get into the FBI, I will be able to stop dozens, maybe even hundreds of serial killers every year."
346,346,"Okay, think about it..."
347,347,I am killing the few to save the many.
348,348,"Sort of like Robin Hood, you know?"
349,349,"God, I think I need some professional help."
