,Epoch,Step,Loss,learning_rate,num_epochs,batch_size,num_classes,test_size,train_size,seed,train_class_proportion_hate speech,train_class_proportion_offensive language,train_class_proportion_neither,test_class_proportion_hate speech,test_class_proportion_offensive language,test_class_proportion_neither
70,2,100,0.16304244101047516,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
71,2,110,0.1683068722486496,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
72,2,120,0.31705155968666077,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
73,2,130,0.3012547791004181,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
74,2,140,0.07516446709632874,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
75,2,150,0.2640724778175354,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
76,2,160,0.16565898060798645,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
77,2,170,0.27409136295318604,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
78,2,180,0.11104371398687363,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
79,2,190,0.29476478695869446,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
80,2,200,0.4130038321018219,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
81,2,210,0.20662222802639008,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
82,2,220,0.09021341800689697,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
83,2,230,0.09107864648103714,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
84,2,240,0.21095851063728333,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
85,2,250,0.2265874743461609,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
86,2,260,0.1522570699453354,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
87,2,270,0.17932812869548798,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
88,2,280,0.2780572474002838,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
89,2,290,0.09892734885215759,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
90,2,300,0.20423699915409088,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
91,2,310,0.12560749053955078,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
92,2,320,0.0772089809179306,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
93,2,330,0.1584099680185318,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
94,2,340,0.08778315782546997,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
95,2,350,0.03879988193511963,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
96,2,360,0.25549033284187317,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
97,2,370,0.1412966549396515,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
98,2,380,0.2571461796760559,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
99,2,390,0.07567963749170303,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
100,2,400,0.28104493021965027,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
101,2,410,0.09459583461284637,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
102,2,420,0.3247871398925781,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
103,2,430,0.19944167137145996,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
104,2,440,0.10740313678979874,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
105,2,450,0.08525333553552628,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
106,2,460,0.05197876691818237,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
107,2,470,0.057154975831508636,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
108,2,480,0.04339856654405594,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
109,2,490,0.1015428677201271,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
110,2,500,0.381056547164917,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
111,2,510,0.06856625527143478,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
112,2,520,0.01819649711251259,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
113,2,530,0.04830298572778702,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
114,2,540,0.1748594492673874,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
115,2,550,0.3344130218029022,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
116,2,560,0.1143115907907486,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
117,2,570,0.0933619812130928,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
118,2,580,0.29506221413612366,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
119,2,590,0.026052454486489296,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
120,2,600,0.06039911508560181,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
121,2,610,0.03974248468875885,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
122,3,10,0.40392619371414185,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
123,3,20,0.0640026405453682,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
124,3,30,0.04707080125808716,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
125,3,40,0.18868903815746307,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
126,3,50,0.057236846536397934,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
127,3,60,0.04990198835730553,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
128,3,70,0.14466479420661926,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
129,3,80,0.24132360517978668,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
130,3,90,0.3021431565284729,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
131,3,100,0.07431770116090775,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
132,3,110,0.06151217222213745,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
133,3,120,0.1379563808441162,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
134,3,130,0.1335330605506897,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
135,3,140,0.023361949250102043,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
136,3,150,0.06045280769467354,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
137,3,160,0.0823303610086441,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
138,3,170,0.12901635468006134,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
139,3,180,0.023727059364318848,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
140,3,190,0.0325007364153862,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
141,3,200,0.36535996198654175,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
142,3,210,0.1382797509431839,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
143,3,220,0.026868587359786034,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
144,3,230,0.0913262665271759,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
145,3,240,0.12078521400690079,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
146,3,250,0.0316682904958725,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
147,3,260,0.06905639916658401,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
148,3,270,0.025186659768223763,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
149,3,280,0.11368373036384583,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
150,3,290,0.05670786276459694,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
151,3,300,0.06036044657230377,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
152,3,310,0.03561814874410629,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
153,3,320,0.03715592250227928,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
154,3,330,0.04672490060329437,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
155,3,340,0.03323345631361008,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
156,3,350,0.017559126019477844,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
157,3,360,0.05861847475171089,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
158,3,370,0.05724414065480232,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
159,3,380,0.023095684126019478,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
160,3,390,0.03536996990442276,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
161,3,400,0.05169132351875305,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
162,3,410,0.05470849573612213,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
163,3,420,0.24251140654087067,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
164,3,430,0.11418841034173965,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
165,3,440,0.017758188769221306,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
166,3,450,0.03604971244931221,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
167,3,460,0.010812115855515003,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
168,3,470,0.02030622772872448,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
169,3,480,0.014887411147356033,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
170,3,490,0.02855278179049492,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
171,3,500,0.18940408527851105,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
172,3,510,0.030343366786837578,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
173,3,520,0.004708151798695326,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
174,3,530,0.009664771147072315,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
175,3,540,0.047577302902936935,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
176,3,550,0.2263304442167282,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
177,3,560,0.08449334651231766,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
178,3,570,0.034447602927684784,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
179,3,580,0.14080166816711426,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
180,3,590,0.005025377497076988,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
181,3,600,0.039312783628702164,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
182,3,610,0.007301047444343567,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
183,4,10,0.22981086373329163,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
184,4,20,0.01058622170239687,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
185,4,30,0.013850986026227474,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
186,4,40,0.11133331060409546,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
187,4,50,0.02348432131111622,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
188,4,60,0.014866247773170471,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
189,4,70,0.06736820191144943,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
190,4,80,0.1797695904970169,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
191,4,90,0.23034295439720154,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
192,4,100,0.0354546420276165,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
193,4,110,0.027695659548044205,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
194,4,120,0.0955551341176033,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
195,4,130,0.04464297369122505,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
196,4,140,0.00699429027736187,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
197,4,150,0.06892240792512894,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
198,4,160,0.0874539464712143,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
199,4,170,0.03311322256922722,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
200,4,180,0.005435756407678127,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
201,4,190,0.006808433681726456,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
202,4,200,0.24017418920993805,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
203,4,210,0.08605232834815979,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
204,4,220,0.008787112310528755,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
205,4,230,0.042611103504896164,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
206,4,240,0.11319741606712341,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
207,4,250,0.005059591494500637,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
208,4,260,0.025502940639853477,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
209,4,270,0.00855049304664135,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
210,4,280,0.06849115341901779,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
211,4,290,0.054228201508522034,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
212,4,300,0.009976109489798546,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
213,4,310,0.015862243250012398,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
214,4,320,0.0322251133620739,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
215,4,330,0.003313835011795163,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
216,4,340,0.022884685546159744,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
217,4,350,0.00224773189984262,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
218,4,360,0.028017275035381317,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
219,4,370,0.06590233743190765,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
220,4,380,0.01290582399815321,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
221,4,390,0.027330726385116577,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
222,4,400,0.02533900737762451,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
223,4,410,0.030554288998246193,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
224,4,420,0.16652502119541168,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
225,4,430,0.0796499028801918,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
226,4,440,0.003523606341332197,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
227,4,450,0.030564580112695694,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
228,4,460,0.0030056736432015896,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
229,4,470,0.003187992377206683,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
230,4,480,0.002402638550847769,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
231,4,490,0.017050448805093765,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
232,4,500,0.09517274051904678,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
233,4,510,0.0056770313531160355,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
234,4,520,0.0006184976082295179,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
235,4,530,0.004926222376525402,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
236,4,540,0.060869671404361725,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
237,4,550,0.04254595562815666,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
238,4,560,0.04500632360577583,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
239,4,570,0.04889257624745369,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
240,4,580,0.11946456879377365,0.001,8,32,3,4957,19825,11,0.06,0.77,0.17,0.06,0.78,0.16
